"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","LTINT","TOT","PC_PA","M","2020-05",0.67,
"USA","LTINT","TOT","PC_PA","M","2020-06",0.73,
"USA","LTINT","TOT","PC_PA","M","2020-07",0.62,
"USA","LTINT","TOT","PC_PA","M","2020-08",0.65,
"USA","LTINT","TOT","PC_PA","M","2020-09",0.68,
"USA","LTINT","TOT","PC_PA","M","2020-10",0.79,
"USA","LTINT","TOT","PC_PA","M","2020-11",0.87,
"USA","LTINT","TOT","PC_PA","M","2020-12",0.93,
"USA","LTINT","TOT","PC_PA","M","2021-01",1.08,
"USA","LTINT","TOT","PC_PA","M","2021-02",1.26,
"USA","LTINT","TOT","PC_PA","M","2021-03",1.61,
"USA","LTINT","TOT","PC_PA","M","2021-04",1.64,
"USA","LTINT","TOT","PC_PA","M","2021-05",1.62,
"USA","LTINT","TOT","PC_PA","M","2021-06",1.52,
"USA","LTINT","TOT","PC_PA","M","2021-07",1.32,
"USA","LTINT","TOT","PC_PA","M","2021-08",1.28,
"USA","LTINT","TOT","PC_PA","M","2021-09",1.37,
"USA","LTINT","TOT","PC_PA","M","2021-10",1.58,
"USA","LTINT","TOT","PC_PA","M","2021-11",1.56,
"USA","LTINT","TOT","PC_PA","M","2021-12",1.47,
"USA","LTINT","TOT","PC_PA","M","2022-01",1.76,
"USA","LTINT","TOT","PC_PA","M","2022-02",1.93,
"USA","LTINT","TOT","PC_PA","M","2022-03",2.13,
"USA","LTINT","TOT","PC_PA","M","2022-04",2.75,
"USA","LTINT","TOT","PC_PA","M","2022-05",2.9,
"USA","LTINT","TOT","PC_PA","M","2022-06",3.14,
"USA","LTINT","TOT","PC_PA","M","2022-07",2.9,
"USA","LTINT","TOT","PC_PA","M","2022-08",2.9,
"USA","LTINT","TOT","PC_PA","M","2022-09",3.52,
"USA","LTINT","TOT","PC_PA","M","2022-10",3.98,
"USA","LTINT","TOT","PC_PA","M","2022-11",3.89,
"USA","LTINT","TOT","PC_PA","M","2022-12",3.62,
"USA","LTINT","TOT","PC_PA","M","2023-01",3.53,
"USA","LTINT","TOT","PC_PA","M","2023-02",3.75,
"USA","LTINT","TOT","PC_PA","M","2023-03",3.66,
"GBR","LTINT","TOT","PC_PA","M","2007-01",4.8694,
"GBR","LTINT","TOT","PC_PA","M","2007-02",4.896,
"GBR","LTINT","TOT","PC_PA","M","2007-03",4.8194,
"GBR","LTINT","TOT","PC_PA","M","2007-04",5.0439,
"GBR","LTINT","TOT","PC_PA","M","2007-05",5.1458,
"GBR","LTINT","TOT","PC_PA","M","2007-06",5.4321,
"GBR","LTINT","TOT","PC_PA","M","2007-07",5.4084,
"GBR","LTINT","TOT","PC_PA","M","2007-08",5.1499,
"GBR","LTINT","TOT","PC_PA","M","2007-09",4.9928,
"GBR","LTINT","TOT","PC_PA","M","2007-10",4.9576,
"GBR","LTINT","TOT","PC_PA","M","2007-11",4.7263,
"GBR","LTINT","TOT","PC_PA","M","2007-12",4.6937,
"GBR","LTINT","TOT","PC_PA","M","2008-01",4.4925,
"GBR","LTINT","TOT","PC_PA","M","2008-02",4.6234,
"GBR","LTINT","TOT","PC_PA","M","2008-03",4.445,
"GBR","LTINT","TOT","PC_PA","M","2008-04",4.6432,
"GBR","LTINT","TOT","PC_PA","M","2008-05",4.8683,
"GBR","LTINT","TOT","PC_PA","M","2008-06",5.2103,
"GBR","LTINT","TOT","PC_PA","M","2008-07",5.0494,
"GBR","LTINT","TOT","PC_PA","M","2008-08",4.7267,
"GBR","LTINT","TOT","PC_PA","M","2008-09",4.5701,
"GBR","LTINT","TOT","PC_PA","M","2008-10",4.5789,
"GBR","LTINT","TOT","PC_PA","M","2008-11",4.2571,
"GBR","LTINT","TOT","PC_PA","M","2008-12",3.6238,
"GBR","LTINT","TOT","PC_PA","M","2009-01",3.6699,
"GBR","LTINT","TOT","PC_PA","M","2009-02",3.6899,
"GBR","LTINT","TOT","PC_PA","M","2009-03",3.2497,
"GBR","LTINT","TOT","PC_PA","M","2009-04",3.4072,
"GBR","LTINT","TOT","PC_PA","M","2009-05",3.6206,
"GBR","LTINT","TOT","PC_PA","M","2009-06",3.7221,
"GBR","LTINT","TOT","PC_PA","M","2009-07",3.8238,
"GBR","LTINT","TOT","PC_PA","M","2009-08",3.7142,
"GBR","LTINT","TOT","PC_PA","M","2009-09",3.6566,
"GBR","LTINT","TOT","PC_PA","M","2009-10",3.5699,
"GBR","LTINT","TOT","PC_PA","M","2009-11",3.7592,
"GBR","LTINT","TOT","PC_PA","M","2009-12",3.8871,
"GBR","LTINT","TOT","PC_PA","M","2010-01",4.0025,
"GBR","LTINT","TOT","PC_PA","M","2010-02",4.0624,
"GBR","LTINT","TOT","PC_PA","M","2010-03",4.0915,
"GBR","LTINT","TOT","PC_PA","M","2010-04",4.1007,
"GBR","LTINT","TOT","PC_PA","M","2010-05",3.7772,
"GBR","LTINT","TOT","PC_PA","M","2010-06",3.6007,
"GBR","LTINT","TOT","PC_PA","M","2010-07",3.5087,
"GBR","LTINT","TOT","PC_PA","M","2010-08",3.233,
"GBR","LTINT","TOT","PC_PA","M","2010-09",3.1271,
"GBR","LTINT","TOT","PC_PA","M","2010-10",3.0685,
"GBR","LTINT","TOT","PC_PA","M","2010-11",3.311,
"GBR","LTINT","TOT","PC_PA","M","2010-12",3.6098,
"GBR","LTINT","TOT","PC_PA","M","2011-01",3.7273,
"GBR","LTINT","TOT","PC_PA","M","2011-02",3.8799,
"GBR","LTINT","TOT","PC_PA","M","2011-03",3.7386,
"GBR","LTINT","TOT","PC_PA","M","2011-04",3.7619,
"GBR","LTINT","TOT","PC_PA","M","2011-05",3.5053,
"GBR","LTINT","TOT","PC_PA","M","2011-06",3.4144,
"GBR","LTINT","TOT","PC_PA","M","2011-07",3.3137,
"GBR","LTINT","TOT","PC_PA","M","2011-08",2.7833,
"GBR","LTINT","TOT","PC_PA","M","2011-09",2.504,
"GBR","LTINT","TOT","PC_PA","M","2011-10",2.529,
"GBR","LTINT","TOT","PC_PA","M","2011-11",2.2917,
"GBR","LTINT","TOT","PC_PA","M","2011-12",2.1828,
"GBR","LTINT","TOT","PC_PA","M","2012-01",2.1104,
"GBR","LTINT","TOT","PC_PA","M","2012-02",2.2191,
"GBR","LTINT","TOT","PC_PA","M","2012-03",2.323,
"GBR","LTINT","TOT","PC_PA","M","2012-04",2.2117,
"GBR","LTINT","TOT","PC_PA","M","2012-05",1.9416,
"GBR","LTINT","TOT","PC_PA","M","2012-06",1.7698,
"GBR","LTINT","TOT","PC_PA","M","2012-07",1.6523,
"GBR","LTINT","TOT","PC_PA","M","2012-08",1.6735,
"GBR","LTINT","TOT","PC_PA","M","2012-09",1.7222,
"GBR","LTINT","TOT","PC_PA","M","2012-10",1.7721,
"GBR","LTINT","TOT","PC_PA","M","2012-11",1.7741,
"GBR","LTINT","TOT","PC_PA","M","2012-12",1.8467,
"GBR","LTINT","TOT","PC_PA","M","2013-01",2.0795,
"GBR","LTINT","TOT","PC_PA","M","2013-02",2.1781,
"GBR","LTINT","TOT","PC_PA","M","2013-03",1.9768,
"GBR","LTINT","TOT","PC_PA","M","2013-04",1.7824,
"GBR","LTINT","TOT","PC_PA","M","2013-05",1.9462,
"GBR","LTINT","TOT","PC_PA","M","2013-06",2.3063,
"GBR","LTINT","TOT","PC_PA","M","2013-07",2.471,
"GBR","LTINT","TOT","PC_PA","M","2013-08",2.7088,
"GBR","LTINT","TOT","PC_PA","M","2013-09",2.8443,
"GBR","LTINT","TOT","PC_PA","M","2013-10",2.6784,
"GBR","LTINT","TOT","PC_PA","M","2013-11",2.7598,
"GBR","LTINT","TOT","PC_PA","M","2013-12",2.9458,
"GBR","LTINT","TOT","PC_PA","M","2014-01",2.91,
"GBR","LTINT","TOT","PC_PA","M","2014-02",2.8147,
"GBR","LTINT","TOT","PC_PA","M","2014-03",2.7837,
"GBR","LTINT","TOT","PC_PA","M","2014-04",2.7417,
"GBR","LTINT","TOT","PC_PA","M","2014-05",2.6989,
"GBR","LTINT","TOT","PC_PA","M","2014-06",2.7842,
"GBR","LTINT","TOT","PC_PA","M","2014-07",2.7343,
"GBR","LTINT","TOT","PC_PA","M","2014-08",2.5347,
"GBR","LTINT","TOT","PC_PA","M","2014-09",2.4919,
"GBR","LTINT","TOT","PC_PA","M","2014-10",2.2469,
"GBR","LTINT","TOT","PC_PA","M","2014-11",2.1593,
"GBR","LTINT","TOT","PC_PA","M","2014-12",1.9287,
"GBR","LTINT","TOT","PC_PA","M","2015-01",1.589,
"GBR","LTINT","TOT","PC_PA","M","2015-02",1.7365,
"GBR","LTINT","TOT","PC_PA","M","2015-03",1.7941,
"GBR","LTINT","TOT","PC_PA","M","2015-04",1.755,
"GBR","LTINT","TOT","PC_PA","M","2015-05",2.0243,
"GBR","LTINT","TOT","PC_PA","M","2015-06",2.1696,
"GBR","LTINT","TOT","PC_PA","M","2015-07",2.1353,
"GBR","LTINT","TOT","PC_PA","M","2015-08",1.9799,
"GBR","LTINT","TOT","PC_PA","M","2015-09",1.8814,
"GBR","LTINT","TOT","PC_PA","M","2015-10",1.846,
"GBR","LTINT","TOT","PC_PA","M","2015-11",1.9779,
"GBR","LTINT","TOT","PC_PA","M","2015-12",1.9234,
"GBR","LTINT","TOT","PC_PA","M","2016-01",1.7833,
"GBR","LTINT","TOT","PC_PA","M","2016-02",1.5032,
"GBR","LTINT","TOT","PC_PA","M","2016-03",1.5434,
"GBR","LTINT","TOT","PC_PA","M","2016-04",1.5688,
"GBR","LTINT","TOT","PC_PA","M","2016-05",1.5366,
"GBR","LTINT","TOT","PC_PA","M","2016-06",1.3105,
"GBR","LTINT","TOT","PC_PA","M","2016-07",0.9569,
"GBR","LTINT","TOT","PC_PA","M","2016-08",0.7421,
"GBR","LTINT","TOT","PC_PA","M","2016-09",0.8243,
"GBR","LTINT","TOT","PC_PA","M","2016-10",1.078,
"GBR","LTINT","TOT","PC_PA","M","2016-11",1.3818,
"GBR","LTINT","TOT","PC_PA","M","2016-12",1.4336,
"GBR","LTINT","TOT","PC_PA","M","2017-01",1.4203,
"GBR","LTINT","TOT","PC_PA","M","2017-02",1.3058,
"GBR","LTINT","TOT","PC_PA","M","2017-03",1.194,
"GBR","LTINT","TOT","PC_PA","M","2017-04",1.0789,
"GBR","LTINT","TOT","PC_PA","M","2017-05",1.1175,
"GBR","LTINT","TOT","PC_PA","M","2017-06",1.0846,
"GBR","LTINT","TOT","PC_PA","M","2017-07",1.2713,
"GBR","LTINT","TOT","PC_PA","M","2017-08",1.1241,
"GBR","LTINT","TOT","PC_PA","M","2017-09",1.2436,
"GBR","LTINT","TOT","PC_PA","M","2017-10",1.3816,
"GBR","LTINT","TOT","PC_PA","M","2017-11",1.3299,
"GBR","LTINT","TOT","PC_PA","M","2017-12",1.2781,
"GBR","LTINT","TOT","PC_PA","M","2018-01",1.3931,
"GBR","LTINT","TOT","PC_PA","M","2018-02",1.6034,
"GBR","LTINT","TOT","PC_PA","M","2018-03",1.508,
"GBR","LTINT","TOT","PC_PA","M","2018-04",1.5108,
"GBR","LTINT","TOT","PC_PA","M","2018-05",1.5016,
"GBR","LTINT","TOT","PC_PA","M","2018-06",1.4229,
"GBR","LTINT","TOT","PC_PA","M","2018-07",1.3739,
"GBR","LTINT","TOT","PC_PA","M","2018-08",1.3991,
"GBR","LTINT","TOT","PC_PA","M","2018-09",1.5023,
"GBR","LTINT","TOT","PC_PA","M","2018-10",1.5462,
"GBR","LTINT","TOT","PC_PA","M","2018-11",1.4541,
"GBR","LTINT","TOT","PC_PA","M","2018-12",1.3125,
"GBR","LTINT","TOT","PC_PA","M","2019-01",1.3221,
"GBR","LTINT","TOT","PC_PA","M","2019-02",1.239,
"GBR","LTINT","TOT","PC_PA","M","2019-03",1.19,
"GBR","LTINT","TOT","PC_PA","M","2019-04",1.1906,
"GBR","LTINT","TOT","PC_PA","M","2019-05",1.13,
"GBR","LTINT","TOT","PC_PA","M","2019-06",0.919,
"GBR","LTINT","TOT","PC_PA","M","2019-07",0.8304,
"GBR","LTINT","TOT","PC_PA","M","2019-08",0.5776,
"GBR","LTINT","TOT","PC_PA","M","2019-09",0.5981,
"GBR","LTINT","TOT","PC_PA","M","2019-10",0.6373,
"GBR","LTINT","TOT","PC_PA","M","2019-11",0.765,
"GBR","LTINT","TOT","PC_PA","M","2019-12",0.8308,
"GBR","LTINT","TOT","PC_PA","M","2020-01",0.7235,
"GBR","LTINT","TOT","PC_PA","M","2020-02",0.633,
"GBR","LTINT","TOT","PC_PA","M","2020-03",0.4609,
"GBR","LTINT","TOT","PC_PA","M","2020-04",0.3577,
"GBR","LTINT","TOT","PC_PA","M","2020-05",0.2743,
"GBR","LTINT","TOT","PC_PA","M","2020-06",0.278,
"GBR","LTINT","TOT","PC_PA","M","2020-07",0.2094,
"GBR","LTINT","TOT","PC_PA","M","2020-08",0.2717,
"GBR","LTINT","TOT","PC_PA","M","2020-09",0.273,
"GBR","LTINT","TOT","PC_PA","M","2020-10",0.3058,
"GBR","LTINT","TOT","PC_PA","M","2020-11",0.3836,
"GBR","LTINT","TOT","PC_PA","M","2020-12",0.3224,
"GBR","LTINT","TOT","PC_PA","M","2021-01",0.3672,
"GBR","LTINT","TOT","PC_PA","M","2021-02",0.6222,
"GBR","LTINT","TOT","PC_PA","M","2021-03",0.8456,
"GBR","LTINT","TOT","PC_PA","M","2021-04",0.8515,
"GBR","LTINT","TOT","PC_PA","M","2021-05",0.9058,
"GBR","LTINT","TOT","PC_PA","M","2021-06",0.8549,
"GBR","LTINT","TOT","PC_PA","M","2021-07",0.6979,
"GBR","LTINT","TOT","PC_PA","M","2021-08",0.644,
"GBR","LTINT","TOT","PC_PA","M","2021-09",0.8023,
"GBR","LTINT","TOT","PC_PA","M","2021-10",1.083,
"GBR","LTINT","TOT","PC_PA","M","2021-11",0.9394,
"GBR","LTINT","TOT","PC_PA","M","2021-12",0.8375,
"GBR","LTINT","TOT","PC_PA","M","2022-01",1.2051,
"GBR","LTINT","TOT","PC_PA","M","2022-02",1.4891,
"GBR","LTINT","TOT","PC_PA","M","2022-03",1.5457,
"GBR","LTINT","TOT","PC_PA","M","2022-04",1.8362,
"GBR","LTINT","TOT","PC_PA","M","2022-05",1.9069,
"GBR","LTINT","TOT","PC_PA","M","2022-06",2.3824,
"GBR","LTINT","TOT","PC_PA","M","2022-07",2.1454,
"GBR","LTINT","TOT","PC_PA","M","2022-08",2.3278,
"GBR","LTINT","TOT","PC_PA","M","2022-09",3.5007,
"GBR","LTINT","TOT","PC_PA","M","2022-10",4.1096,
"GBR","LTINT","TOT","PC_PA","M","2022-11",3.4171,
"GBR","LTINT","TOT","PC_PA","M","2022-12",3.5015,
"GBR","LTINT","TOT","PC_PA","M","2023-01",3.5115,
"GBR","LTINT","TOT","PC_PA","M","2023-02",3.5553,
"GBR","LTINT","TOT","PC_PA","M","2023-03",3.5638,
"JPN","LTINT","TOT","PC_PA","M","2007-01",1.705,
"JPN","LTINT","TOT","PC_PA","M","2007-02",1.64,
"JPN","LTINT","TOT","PC_PA","M","2007-03",1.629,
"JPN","LTINT","TOT","PC_PA","M","2007-04",1.653,
"JPN","LTINT","TOT","PC_PA","M","2007-05",1.733,
"JPN","LTINT","TOT","PC_PA","M","2007-06",1.903,
"JPN","LTINT","TOT","PC_PA","M","2007-07",1.809,
"JPN","LTINT","TOT","PC_PA","M","2007-08",1.577,
"JPN","LTINT","TOT","PC_PA","M","2007-09",1.698,
"JPN","LTINT","TOT","PC_PA","M","2007-10",1.616,
"JPN","LTINT","TOT","PC_PA","M","2007-11",1.497,
"JPN","LTINT","TOT","PC_PA","M","2007-12",1.526,
"JPN","LTINT","TOT","PC_PA","M","2008-01",1.429,
"JPN","LTINT","TOT","PC_PA","M","2008-02",1.429,
"JPN","LTINT","TOT","PC_PA","M","2008-03",1.245,
"JPN","LTINT","TOT","PC_PA","M","2008-04",1.6,
"JPN","LTINT","TOT","PC_PA","M","2008-05",1.778,
"JPN","LTINT","TOT","PC_PA","M","2008-06",1.601,
"JPN","LTINT","TOT","PC_PA","M","2008-07",1.537,
"JPN","LTINT","TOT","PC_PA","M","2008-08",1.431,
"JPN","LTINT","TOT","PC_PA","M","2008-09",1.481,
"JPN","LTINT","TOT","PC_PA","M","2008-10",1.486,
"JPN","LTINT","TOT","PC_PA","M","2008-11",1.377,
"JPN","LTINT","TOT","PC_PA","M","2008-12",1.214,
"JPN","LTINT","TOT","PC_PA","M","2009-01",1.272,
"JPN","LTINT","TOT","PC_PA","M","2009-02",1.277,
"JPN","LTINT","TOT","PC_PA","M","2009-03",1.323,
"JPN","LTINT","TOT","PC_PA","M","2009-04",1.402,
"JPN","LTINT","TOT","PC_PA","M","2009-05",1.481,
"JPN","LTINT","TOT","PC_PA","M","2009-06",1.363,
"JPN","LTINT","TOT","PC_PA","M","2009-07",1.386,
"JPN","LTINT","TOT","PC_PA","M","2009-08",1.314,
"JPN","LTINT","TOT","PC_PA","M","2009-09",1.258,
"JPN","LTINT","TOT","PC_PA","M","2009-10",1.404,
"JPN","LTINT","TOT","PC_PA","M","2009-11",1.253,
"JPN","LTINT","TOT","PC_PA","M","2009-12",1.272,
"JPN","LTINT","TOT","PC_PA","M","2010-01",1.308,
"JPN","LTINT","TOT","PC_PA","M","2010-02",1.295,
"JPN","LTINT","TOT","PC_PA","M","2010-03",1.361,
"JPN","LTINT","TOT","PC_PA","M","2010-04",1.286,
"JPN","LTINT","TOT","PC_PA","M","2010-05",1.257,
"JPN","LTINT","TOT","PC_PA","M","2010-06",1.08,
"JPN","LTINT","TOT","PC_PA","M","2010-07",1.075,
"JPN","LTINT","TOT","PC_PA","M","2010-08",1.023,
"JPN","LTINT","TOT","PC_PA","M","2010-09",0.898,
"JPN","LTINT","TOT","PC_PA","M","2010-10",0.903,
"JPN","LTINT","TOT","PC_PA","M","2010-11",1.161,
"JPN","LTINT","TOT","PC_PA","M","2010-12",1.133,
"JPN","LTINT","TOT","PC_PA","M","2011-01",1.213,
"JPN","LTINT","TOT","PC_PA","M","2011-02",1.241,
"JPN","LTINT","TOT","PC_PA","M","2011-03",1.214,
"JPN","LTINT","TOT","PC_PA","M","2011-04",1.215,
"JPN","LTINT","TOT","PC_PA","M","2011-05",1.118,
"JPN","LTINT","TOT","PC_PA","M","2011-06",1.084,
"JPN","LTINT","TOT","PC_PA","M","2011-07",1.075,
"JPN","LTINT","TOT","PC_PA","M","2011-08",1.023,
"JPN","LTINT","TOT","PC_PA","M","2011-09",0.975,
"JPN","LTINT","TOT","PC_PA","M","2011-10",1.038,
"JPN","LTINT","TOT","PC_PA","M","2011-11",1.062,
"JPN","LTINT","TOT","PC_PA","M","2011-12",0.971,
"JPN","LTINT","TOT","PC_PA","M","2012-01",0.959,
"JPN","LTINT","TOT","PC_PA","M","2012-02",0.962,
"JPN","LTINT","TOT","PC_PA","M","2012-03",0.966,
"JPN","LTINT","TOT","PC_PA","M","2012-04",0.914,
"JPN","LTINT","TOT","PC_PA","M","2012-05",0.846,
"JPN","LTINT","TOT","PC_PA","M","2012-06",0.789,
"JPN","LTINT","TOT","PC_PA","M","2012-07",0.78,
"JPN","LTINT","TOT","PC_PA","M","2012-08",0.8,
"JPN","LTINT","TOT","PC_PA","M","2012-09",0.757,
"JPN","LTINT","TOT","PC_PA","M","2012-10",0.76,
"JPN","LTINT","TOT","PC_PA","M","2012-11",0.713,
"JPN","LTINT","TOT","PC_PA","M","2012-12",0.781,
"JPN","LTINT","TOT","PC_PA","M","2013-01",0.775,
"JPN","LTINT","TOT","PC_PA","M","2013-02",0.669,
"JPN","LTINT","TOT","PC_PA","M","2013-03",0.492,
"JPN","LTINT","TOT","PC_PA","M","2013-04",0.589,
"JPN","LTINT","TOT","PC_PA","M","2013-05",0.879,
"JPN","LTINT","TOT","PC_PA","M","2013-06",0.822,
"JPN","LTINT","TOT","PC_PA","M","2013-07",0.79,
"JPN","LTINT","TOT","PC_PA","M","2013-08",0.708,
"JPN","LTINT","TOT","PC_PA","M","2013-09",0.669,
"JPN","LTINT","TOT","PC_PA","M","2013-10",0.59,
"JPN","LTINT","TOT","PC_PA","M","2013-11",0.605,
"JPN","LTINT","TOT","PC_PA","M","2013-12",0.688,
"JPN","LTINT","TOT","PC_PA","M","2014-01",0.614,
"JPN","LTINT","TOT","PC_PA","M","2014-02",0.586,
"JPN","LTINT","TOT","PC_PA","M","2014-03",0.605,
"JPN","LTINT","TOT","PC_PA","M","2014-04",0.61,
"JPN","LTINT","TOT","PC_PA","M","2014-05",0.566,
"JPN","LTINT","TOT","PC_PA","M","2014-06",0.536,
"JPN","LTINT","TOT","PC_PA","M","2014-07",0.527,
"JPN","LTINT","TOT","PC_PA","M","2014-08",0.488,
"JPN","LTINT","TOT","PC_PA","M","2014-09",0.497,
"JPN","LTINT","TOT","PC_PA","M","2014-10",0.465,
"JPN","LTINT","TOT","PC_PA","M","2014-11",0.42,
"JPN","LTINT","TOT","PC_PA","M","2014-12",0.33,
"JPN","LTINT","TOT","PC_PA","M","2015-01",0.275,
"JPN","LTINT","TOT","PC_PA","M","2015-02",0.33,
"JPN","LTINT","TOT","PC_PA","M","2015-03",0.4,
"JPN","LTINT","TOT","PC_PA","M","2015-04",0.34,
"JPN","LTINT","TOT","PC_PA","M","2015-05",0.39,
"JPN","LTINT","TOT","PC_PA","M","2015-06",0.455,
"JPN","LTINT","TOT","PC_PA","M","2015-07",0.41,
"JPN","LTINT","TOT","PC_PA","M","2015-08",0.38,
"JPN","LTINT","TOT","PC_PA","M","2015-09",0.35,
"JPN","LTINT","TOT","PC_PA","M","2015-10",0.3,
"JPN","LTINT","TOT","PC_PA","M","2015-11",0.3,
"JPN","LTINT","TOT","PC_PA","M","2015-12",0.27,
"JPN","LTINT","TOT","PC_PA","M","2016-01",0.095,
"JPN","LTINT","TOT","PC_PA","M","2016-02",-0.065,
"JPN","LTINT","TOT","PC_PA","M","2016-03",-0.05,
"JPN","LTINT","TOT","PC_PA","M","2016-04",-0.085,
"JPN","LTINT","TOT","PC_PA","M","2016-05",-0.12,
"JPN","LTINT","TOT","PC_PA","M","2016-06",-0.23,
"JPN","LTINT","TOT","PC_PA","M","2016-07",-0.195,
"JPN","LTINT","TOT","PC_PA","M","2016-08",-0.07,
"JPN","LTINT","TOT","PC_PA","M","2016-09",-0.085,
"JPN","LTINT","TOT","PC_PA","M","2016-10",-0.05,
"JPN","LTINT","TOT","PC_PA","M","2016-11",0.02,
"JPN","LTINT","TOT","PC_PA","M","2016-12",0.04,
"JPN","LTINT","TOT","PC_PA","M","2017-01",0.085,
"JPN","LTINT","TOT","PC_PA","M","2017-02",0.05,
"JPN","LTINT","TOT","PC_PA","M","2017-03",0.065,
"JPN","LTINT","TOT","PC_PA","M","2017-04",0.015,
"JPN","LTINT","TOT","PC_PA","M","2017-05",0.04,
"JPN","LTINT","TOT","PC_PA","M","2017-06",0.075,
"JPN","LTINT","TOT","PC_PA","M","2017-07",0.075,
"JPN","LTINT","TOT","PC_PA","M","2017-08",0.01,
"JPN","LTINT","TOT","PC_PA","M","2017-09",0.06,
"JPN","LTINT","TOT","PC_PA","M","2017-10",0.065,
"JPN","LTINT","TOT","PC_PA","M","2017-11",0.035,
"JPN","LTINT","TOT","PC_PA","M","2017-12",0.045,
"JPN","LTINT","TOT","PC_PA","M","2018-01",0.08,
"JPN","LTINT","TOT","PC_PA","M","2018-02",0.045,
"JPN","LTINT","TOT","PC_PA","M","2018-03",0.045,
"JPN","LTINT","TOT","PC_PA","M","2018-04",0.05,
"JPN","LTINT","TOT","PC_PA","M","2018-05",0.03,
"JPN","LTINT","TOT","PC_PA","M","2018-06",0.03,
"JPN","LTINT","TOT","PC_PA","M","2018-07",0.06,
"JPN","LTINT","TOT","PC_PA","M","2018-08",0.11,
"JPN","LTINT","TOT","PC_PA","M","2018-09",0.125,
"JPN","LTINT","TOT","PC_PA","M","2018-10",0.13,
"JPN","LTINT","TOT","PC_PA","M","2018-11",0.085,
"JPN","LTINT","TOT","PC_PA","M","2018-12",-0.01,
"JPN","LTINT","TOT","PC_PA","M","2019-01",0,
"JPN","LTINT","TOT","PC_PA","M","2019-02",-0.015,
"JPN","LTINT","TOT","PC_PA","M","2019-03",-0.095,
"JPN","LTINT","TOT","PC_PA","M","2019-04",-0.045,
"JPN","LTINT","TOT","PC_PA","M","2019-05",-0.095,
"JPN","LTINT","TOT","PC_PA","M","2019-06",-0.165,
"JPN","LTINT","TOT","PC_PA","M","2019-07",-0.16,
"JPN","LTINT","TOT","PC_PA","M","2019-08",-0.28,
"JPN","LTINT","TOT","PC_PA","M","2019-09",-0.215,
"JPN","LTINT","TOT","PC_PA","M","2019-10",-0.15,
"JPN","LTINT","TOT","PC_PA","M","2019-11",-0.08,
"JPN","LTINT","TOT","PC_PA","M","2019-12",-0.025,
"JPN","LTINT","TOT","PC_PA","M","2020-01",-0.065,
"JPN","LTINT","TOT","PC_PA","M","2020-02",-0.155,
"JPN","LTINT","TOT","PC_PA","M","2020-03",0.005,
"JPN","LTINT","TOT","PC_PA","M","2020-04",-0.04,
"JPN","LTINT","TOT","PC_PA","M","2020-05",0,
"JPN","LTINT","TOT","PC_PA","M","2020-06",0.03,
"JPN","LTINT","TOT","PC_PA","M","2020-07",0.01,
"JPN","LTINT","TOT","PC_PA","M","2020-08",0.045,
"JPN","LTINT","TOT","PC_PA","M","2020-09",0.015,
"JPN","LTINT","TOT","PC_PA","M","2020-10",0.04,
"JPN","LTINT","TOT","PC_PA","M","2020-11",0.03,
"JPN","LTINT","TOT","PC_PA","M","2020-12",0.02,
"JPN","LTINT","TOT","PC_PA","M","2021-01",0.055,
"JPN","LTINT","TOT","PC_PA","M","2021-02",0.15,
"JPN","LTINT","TOT","PC_PA","M","2021-03",0.12,
"JPN","LTINT","TOT","PC_PA","M","2021-04",0.09,
"JPN","LTINT","TOT","PC_PA","M","2021-05",0.08,
"JPN","LTINT","TOT","PC_PA","M","2021-06",0.05,
"JPN","LTINT","TOT","PC_PA","M","2021-07",0.015,
"JPN","LTINT","TOT","PC_PA","M","2021-08",0.02,
"JPN","LTINT","TOT","PC_PA","M","2021-09",0.065,
"JPN","LTINT","TOT","PC_PA","M","2021-10",0.095,
"JPN","LTINT","TOT","PC_PA","M","2021-11",0.05,
"JPN","LTINT","TOT","PC_PA","M","2021-12",0.07,
"JPN","LTINT","TOT","PC_PA","M","2022-01",0.17,
"JPN","LTINT","TOT","PC_PA","M","2022-02",0.18,
"JPN","LTINT","TOT","PC_PA","M","2022-03",0.21,
"JPN","LTINT","TOT","PC_PA","M","2022-04",0.215,
"JPN","LTINT","TOT","PC_PA","M","2022-05",0.235,
"JPN","LTINT","TOT","PC_PA","M","2022-06",0.225,
"JPN","LTINT","TOT","PC_PA","M","2022-07",0.18,
"JPN","LTINT","TOT","PC_PA","M","2022-08",0.22,
"JPN","LTINT","TOT","PC_PA","M","2022-09",0.24,
"JPN","LTINT","TOT","PC_PA","M","2022-10",0.245,
"JPN","LTINT","TOT","PC_PA","M","2022-11",0.25,
"JPN","LTINT","TOT","PC_PA","M","2022-12",0.41,
"JPN","LTINT","TOT","PC_PA","M","2023-01",0.49,
"JPN","LTINT","TOT","PC_PA","M","2023-02",0.5,
"JPN","LTINT","TOT","PC_PA","M","2023-03",0.32,
"BRA","LTINT","TOT","PC_PA","M","2007-01",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-02",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-03",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-04",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-05",6.5,
"BRA","LTINT","TOT","PC_PA","M","2007-06",6.5,
